"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
1.165783308E0;-1.628057212E-1;1.503558636E0;9.672574997E0;9.790091999E0
1.170818654E0;-1.053448766E-1;1.465251446E0;9.710882187E0;9.821369161E0
1.175853998E0;-2.873042040E-2;1.532289028E0;9.739612579E0;9.859451724E0
1.180889343E0;-2.873042040E-2;1.580173135E0;9.787496567E0;9.914275648E0
1.185924688E0;2.873042040E-2;1.656787634E0;9.662998199E0;9.804045334E0
1.190929515E0;9.576806799E-3;1.656787634E0;9.768342972E0;9.907853521E0
1.195964859E0;0.000000000E0;1.599326730E0;9.691728592E0;9.822802507E0
1.201000205E0;3.830722719E-2;1.666364431E0;9.662998199E0;9.805700998E0
1.206035549E0;1.915361360E-2;1.551442742E0;9.662998199E0;9.786770440E0
1.211040377E0;0.000000000E0;1.589749932E0;9.701305389E0;9.830698404E0
1.216075721E0;9.576806799E-3;1.532289028E0;9.624691010E0;9.745905725E0
1.221111066E0;-8.619125932E-2;1.599326730E0;9.605537415E0;9.738153005E0
1.226146411E0;-8.619125932E-2;1.541865945E0;9.682151794E0;9.804531753E0
1.231181755E0;-8.619125932E-2;1.618480325E0;9.653421402E0;9.788536778E0
1.236186582E0;-1.149216816E-1;1.522712231E0;9.624691010E0;9.745077555E0
1.241178095E0;-7.661445439E-2;1.513135433E0;9.624691010E0;9.743209207E0
1.246213431E0;-5.746084079E-2;1.522712231E0;9.701305389E0;9.820248497E0
1.251248767E0;0.000000000E0;1.513135433E0;9.730035782E0;9.846988126E0
1.256253587E0;-1.149216816E-1;1.513135433E0;9.730035782E0;9.847658714E0
1.261288923E0;-6.703764945E-2;1.522712231E0;9.672574997E0;9.791927985E0
1.266324260E0;-5.746084079E-2;1.522712231E0;9.720458984E0;9.839170552E0
1.271359596E0;-9.576806426E-2;1.493981838E0;9.749189377E0;9.863460182E0
1.276364415E0;-6.703764945E-2;1.503558636E0;9.758766174E0;9.874142994E0
1.281399751E0;-9.576806426E-2;1.541865945E0;9.739612579E0;9.861367821E0
1.286435088E0;-1.244984865E-1;1.493981838E0;9.797073364E0;9.911111346E0
1.291470424E0;-1.053448766E-1;1.580173135E0;9.806650162E0;9.933701831E0
1.296505761E0;-1.149216816E-1;1.522712231E0;9.749189377E0;9.868057207E0
1.301510580E0;-8.619125932E-2;1.522712231E0;9.835380554E0;9.952928821E0
1.306545917E0;-1.149216816E-1;1.532289028E0;9.710882187E0;9.831701252E0
1.311581253E0;-1.436520964E-1;1.551442742E0;9.739612579E0;9.863450902E0
1.316616590E0;-1.723825186E-1;1.503558636E0;9.615114212E0;9.733489899E0
1.321651926E0;-1.436520964E-1;1.474828243E0;9.662998199E0;9.775954607E0
1.326656746E0;-1.244984865E-1;1.532289028E0;9.662998199E0;9.784525729E0
1.331692082E0;-1.244984865E-1;1.493981838E0;9.672574997E0;9.788063582E0
1.336727419E0;-1.628057212E-1;1.561019540E0;9.682151794E0;9.808534604E0
1.341762755E0;-2.873042040E-2;1.570596337E0;9.730035782E0;9.856023265E0
1.346798091E0;-9.576806426E-2;1.532289028E0;9.615114212E0;9.736914424E0
1.351802910E0;-7.661445439E-2;1.570596337E0;9.605537415E0;9.733395690E0
1.356838247E0;-1.915361360E-2;1.541865945E0;9.691728592E0;9.813629326E0
1.361873583E0;-3.830722719E-2;1.561019540E0;9.643844604E0;9.769441550E0
1.366908919E0;-6.703764945E-2;1.551442742E0;9.586383820E0;9.711345085E0
1.371913739E0;-9.576806426E-2;1.647210717E0;9.615114212E0;9.755659690E0
