"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)"
1.629927219E2;-6.224924326E-1;1.695094824E0;9.548076630E0
1.629977572E2;-5.746083856E-1;1.829170108E0;9.605537415E0
1.630027925E2;-6.607996821E-1;1.733402014E0;9.634267807E0
1.630078279E2;-6.224924326E-1;1.733402014E0;9.567230225E0
1.630128327E2;-6.607996821E-1;1.723825216E0;9.576807022E0
1.630178680E2;-6.320692301E-1;1.666364431E0;9.567230225E0
1.630229033E2;-6.703764796E-1;1.675941229E0;9.615114212E0
1.630279387E2;-6.799532771E-1;1.771709204E0;9.519346237E0
1.630329435E2;-7.086837292E-1;1.656787634E0;9.624691010E0
1.630379788E2;-6.895300746E-1;1.781286120E0;9.557653427E0
1.630430142E2;-6.224924326E-1;1.781286120E0;9.528923035E0
1.630480495E2;-5.650315881E-1;1.637633920E0;9.595960617E0
1.630530543E2;-6.320692301E-1;1.656787634E0;9.653421402E0
1.630580896E2;-6.703764796E-1;1.714248419E0;9.653421402E0
1.630631250E2;-6.129156351E-1;1.704671621E0;9.615114212E0
1.630681603E2;-5.841852427E-1;1.733402014E0;9.615114212E0
1.630731651E2;-5.746083856E-1;1.685518026E0;9.662998199E0
1.630782005E2;-6.607996821E-1;1.695094824E0;9.672574997E0
1.630832358E2;-6.991068721E-1;1.685518026E0;9.605537415E0
1.630882711E2;-6.512228847E-1;1.685518026E0;9.653421402E0
1.630932759E2;-6.416460276E-1;1.723825216E0;9.662998199E0
1.630983113E2;-6.416460276E-1;1.666364431E0;9.691728592E0
1.631033466E2;-6.320692301E-1;1.714248419E0;9.643844604E0
1.631083819E2;-6.703764796E-1;1.656787634E0;9.691728592E0
1.631133868E2;-7.086837292E-1;1.685518026E0;9.567230225E0
1.631184221E2;-5.937620401E-1;1.714248419E0;9.643844604E0
1.631234574E2;-6.607996821E-1;1.733402014E0;9.595960617E0
1.631284928E2;-5.841852427E-1;1.762132406E0;9.624691010E0
1.631334976E2;-4.884171486E-1;1.666364431E0;9.653421402E0
1.631385329E2;-5.937620401E-1;1.599326730E0;9.634267807E0
1.631435682E2;-6.320692301E-1;1.733402014E0;9.634267807E0
1.631486036E2;-5.554547906E-1;1.704671621E0;9.758766174E0
1.631536084E2;-6.991068721E-1;1.771709204E0;9.720458984E0
1.631586437E2;-5.075707436E-1;1.733402014E0;9.624691010E0
1.631636791E2;-6.320692301E-1;1.647210717E0;9.691728592E0
1.631687144E2;-5.746083856E-1;1.628057122E0;9.797073364E0
1.631737497E2;-5.650315881E-1;1.618480325E0;9.749189377E0
1.631787545E2;-6.703764796E-1;1.532289028E0;9.787496567E0
1.631837899E2;-5.458779931E-1;1.781286120E0;9.768342972E0
1.631888252E2;-6.129156351E-1;1.742978811E0;9.710882187E0
1.631938605E2;-5.841852427E-1;1.695094824E0;9.624691010E0
1.631988654E2;-6.320692301E-1;1.618480325E0;9.624691010E0
1.632039007E2;-6.799532771E-1;1.723825216E0;9.672574997E0
1.632089360E2;-5.937620401E-1;1.723825216E0;9.567230225E0
1.632139714E2;-6.224924326E-1;1.695094824E0;9.567230225E0
1.632189762E2;-6.416460276E-1;1.762132406E0;9.682151794E0
1.632240115E2;-5.075707436E-1;1.618480325E0;9.768342972E0
1.632290468E2;-8.714894056E-1;1.695094824E0;9.825803757E0
1.632340822E2;-5.937620401E-1;1.915361404E0;9.672574997E0
1.632391175E2;-6.224924326E-1;1.752555609E0;9.624691010E0
1.632441223E2;-6.033388376E-1;1.742978811E0;9.615114212E0
1.632491577E2;-5.841852427E-1;1.647210717E0;9.682151794E0
1.632541930E2;-6.991068721E-1;1.752555609E0;9.777919769E0
1.632592283E2;-6.129156351E-1;1.790862918E0;9.595960617E0
1.632642331E2;-7.182605267E-1;1.752555609E0;9.806650162E0
1.632692685E2;-5.363011956E-1;1.771709204E0;9.749189377E0
1.632743038E2;-5.554547906E-1;1.599326730E0;9.749189377E0
1.632793391E2;-7.086837292E-1;1.704671621E0;9.873687744E0
1.632843440E2;-5.458779931E-1;1.656787634E0;9.710882187E0
1.632893793E2;-7.469909191E-1;1.647210717E0;9.758766174E0
1.632944146E2;-4.979939461E-1;1.714248419E0;9.682151794E0
1.632994500E2;-6.033388376E-1;1.695094824E0;9.595960617E0
1.633044548E2;-6.703764796E-1;1.685518026E0;9.615114212E0
1.633094901E2;-5.650315881E-1;1.704671621E0;9.615114212E0
1.633145254E2;-7.278373241E-1;1.790862918E0;9.691728592E0
1.633195303E2;-5.746083856E-1;1.819593310E0;9.595960617E0
1.633245656E2;-6.224924326E-1;1.695094824E0;9.624691010E0
1.633296009E2;-6.320692301E-1;1.685518026E0;9.701305389E0
1.633346363E2;-6.991068721E-1;1.800439715E0;9.720458984E0
1.633396411E2;-7.661445141E-1;1.762132406E0;9.739612579E0
1.633446764E2;-6.033388376E-1;1.800439715E0;9.662998199E0
1.633497117E2;-5.937620401E-1;1.733402014E0;9.720458984E0
1.633547471E2;-6.895300746E-1;1.800439715E0;9.720458984E0
1.633597519E2;-6.416460276E-1;1.695094824E0;9.787496567E0
1.633647872E2;-5.841852427E-1;1.685518026E0;9.672574997E0
1.633698226E2;-5.171475410E-1;1.675941229E0;9.749189377E0
1.633748579E2;-6.416460276E-1;1.647210717E0;9.797073364E0
1.633798627E2;-6.416460276E-1;1.637633920E0;9.816226959E0
1.633848980E2;-5.746083856E-1;1.685518026E0;9.691728592E0
1.633899334E2;-5.937620401E-1;1.714248419E0;9.605537415E0
1.633949687E2;-4.979939461E-1;1.714248419E0;9.528923035E0
1.633999735E2;-5.937620401E-1;1.762132406E0;9.461885452E0
1.634050088E2;-6.320692301E-1;1.762132406E0;9.452308655E0
1.634100442E2;-6.320692301E-1;1.723825216E0;9.471462250E0
1.634150795E2;-6.703764796E-1;1.857900500E0;9.500192642E0
1.634200843E2;-5.937620401E-1;1.752555609E0;9.605537415E0
1.634251197E2;-6.703764796E-1;1.733402014E0;9.615114212E0
1.634301550E2;-6.320692301E-1;1.762132406E0;9.787496567E0
1.634351903E2;-6.703764796E-1;1.771709204E0;9.806650162E0
1.634401951E2;-5.458779931E-1;1.762132406E0;9.825803757E0
1.634452305E2;-5.554547906E-1;1.723825216E0;9.777919769E0
1.634502658E2;-6.512228847E-1;1.733402014E0;9.787496567E0
1.634553011E2;-5.650315881E-1;1.771709204E0;9.720458984E0
1.634603060E2;-5.841852427E-1;1.723825216E0;9.662998199E0
1.634653413E2;-6.129156351E-1;1.647210717E0;9.768342972E0
1.634703766E2;-5.554547906E-1;1.733402014E0;9.710882187E0
1.634754120E2;-5.267243981E-1;1.685518026E0;9.682151794E0
1.634804168E2;-6.224924326E-1;1.656787634E0;9.643844604E0
1.634854521E2;-5.650315881E-1;1.704671621E0;9.509769440E0
1.634904874E2;-5.267243981E-1;1.695094824E0;9.528923035E0
1.634955228E2;-5.937620401E-1;1.742978811E0;9.452308655E0
1.635005276E2;-6.129156351E-1;1.742978811E0;9.509769440E0
1.635055629E2;-6.799532771E-1;1.762132406E0;9.595960617E0
1.635105983E2;-6.895300746E-1;1.752555609E0;9.662998199E0
1.635156336E2;-7.278373241E-1;1.848323703E0;9.777919769E0
1.635206384E2;-6.895300746E-1;1.790862918E0;9.768342972E0
1.635256737E2;-5.937620401E-1;1.704671621E0;9.739612579E0
1.635307091E2;-6.129156351E-1;1.752555609E0;9.758766174E0
1.635357444E2;-6.129156351E-1;1.666364431E0;9.787496567E0
1.635407797E2;-6.320692301E-1;1.771709204E0;9.768342972E0
1.635457846E2;-6.320692301E-1;1.733402014E0;9.720458984E0
1.635508199E2;-6.320692301E-1;1.685518026E0;9.672574997E0
1.635558552E2;-6.224924326E-1;1.800439715E0;9.672574997E0
1.635608906E2;-6.224924326E-1;1.714248419E0;9.624691010E0
1.635658954E2;-5.554547906E-1;1.723825216E0;9.643844604E0
1.635709307E2;-5.841852427E-1;1.762132406E0;9.720458984E0
1.635759660E2;-5.554547906E-1;1.704671621E0;9.653421402E0
1.635810014E2;-5.650315881E-1;1.685518026E0;9.749189377E0
1.635860062E2;-6.512228847E-1;1.771709204E0;9.701305389E0
1.635910415E2;-5.937620401E-1;1.829170108E0;9.701305389E0
1.635960769E2;-7.086837292E-1;1.781286120E0;9.730035782E0
1.636011122E2;-6.129156351E-1;1.733402014E0;9.749189377E0
1.636061170E2;-6.799532771E-1;1.819593310E0;9.634267807E0
1.636111523E2;-6.224924326E-1;1.695094824E0;9.643844604E0
1.636161877E2;-6.895300746E-1;1.733402014E0;9.739612579E0
1.636212230E2;-6.799532771E-1;1.733402014E0;9.739612579E0
1.636262278E2;-5.841852427E-1;1.704671621E0;9.825803757E0
1.636312632E2;-5.841852427E-1;1.742978811E0;9.816226959E0
1.636362985E2;-5.841852427E-1;1.685518026E0;9.777919769E0
1.636413338E2;-6.033388376E-1;1.656787634E0;9.749189377E0
1.636463386E2;-6.129156351E-1;1.723825216E0;9.710882187E0
1.636513740E2;-6.224924326E-1;1.695094824E0;9.643844604E0
1.636564093E2;-5.937620401E-1;1.637633920E0;9.643844604E0
1.636614446E2;-6.320692301E-1;1.714248419E0;9.615114212E0
1.636664495E2;-7.086837292E-1;1.752555609E0;9.586383820E0
1.636714848E2;-5.841852427E-1;1.723825216E0;9.595960617E0
1.636765201E2;-6.799532771E-1;1.695094824E0;9.567230225E0
1.636815555E2;-6.224924326E-1;1.695094824E0;9.624691010E0
1.636865603E2;-6.607996821E-1;1.628057122E0;9.672574997E0
1.636915956E2;-5.650315881E-1;1.733402014E0;9.691728592E0
1.636966309E2;-6.033388376E-1;1.685518026E0;9.643844604E0
1.637016663E2;-6.033388376E-1;1.695094824E0;9.672574997E0
1.637066711E2;-6.895300746E-1;1.685518026E0;9.605537415E0
1.637117064E2;-6.129156351E-1;1.695094824E0;9.672574997E0
1.637167418E2;-5.841852427E-1;1.675941229E0;9.615114212E0
1.637217771E2;-6.129156351E-1;1.675941229E0;9.624691010E0
1.637267819E2;-6.320692301E-1;1.704671621E0;9.605537415E0
1.637318172E2;-5.937620401E-1;1.733402014E0;9.624691010E0
1.637368526E2;-5.650315881E-1;1.781286120E0;9.634267807E0
1.637418879E2;-6.320692301E-1;1.733402014E0;9.701305389E0
1.637468927E2;-6.895300746E-1;1.704671621E0;9.691728592E0
1.637519281E2;-6.129156351E-1;1.695094824E0;9.624691010E0
1.637569634E2;-6.799532771E-1;1.637633920E0;9.730035782E0
1.637619987E2;-6.224924326E-1;1.675941229E0;9.768342972E0
1.637670035E2;-6.895300746E-1;1.695094824E0;9.758766174E0
1.637720389E2;-6.512228847E-1;1.685518026E0;9.739612579E0
1.637770742E2;-5.458779931E-1;1.723825216E0;9.672574997E0
1.637821095E2;-6.703764796E-1;1.656787634E0;9.730035782E0
1.637871144E2;-6.512228847E-1;1.647210717E0;9.643844604E0
1.637921497E2;-6.224924326E-1;1.618480325E0;9.605537415E0
1.637971850E2;-6.512228847E-1;1.685518026E0;9.624691010E0
1.638022204E2;-6.512228847E-1;1.704671621E0;9.605537415E0
1.638072252E2;-6.224924326E-1;1.695094824E0;9.557653427E0
1.638122605E2;-5.841852427E-1;1.771709204E0;9.519346237E0
1.638172958E2;-6.416460276E-1;1.733402014E0;9.624691010E0
1.638223312E2;-6.799532771E-1;1.704671621E0;9.634267807E0
1.638273360E2;-6.607996821E-1;1.781286120E0;9.576807022E0
1.638323713E2;-6.799532771E-1;1.742978811E0;9.672574997E0
1.638374067E2;-6.320692301E-1;1.810016513E0;9.653421402E0
1.638424420E2;-6.512228847E-1;1.781286120E0;9.749189377E0
1.638474468E2;-6.224924326E-1;1.723825216E0;9.749189377E0
1.638524821E2;-6.799532771E-1;1.733402014E0;9.730035782E0
1.638575175E2;-6.033388376E-1;1.675941229E0;9.749189377E0
1.638625528E2;-6.033388376E-1;1.723825216E0;9.730035782E0
1.638675576E2;-5.746083856E-1;1.656787634E0;9.701305389E0
1.638725930E2;-5.746083856E-1;1.637633920E0;9.662998199E0
1.638776283E2;-5.746083856E-1;1.628057122E0;9.730035782E0
1.638826636E2;-5.937620401E-1;1.685518026E0;9.691728592E0
1.638876684E2;-6.224924326E-1;1.723825216E0;9.662998199E0
1.638927038E2;-5.554547906E-1;1.656787634E0;9.682151794E0
1.638977391E2;-5.650315881E-1;1.723825216E0;9.720458984E0
1.639027744E2;-6.224924326E-1;1.762132406E0;9.624691010E0
1.639077793E2;-6.320692301E-1;1.695094824E0;9.672574997E0
1.639128146E2;-5.841852427E-1;1.656787634E0;9.662998199E0
1.639178499E2;-5.841852427E-1;1.704671621E0;9.653421402E0
1.639228547E2;-6.416460276E-1;1.714248419E0;9.662998199E0
1.639278901E2;-6.799532771E-1;1.666364431E0;9.739612579E0
1.639329254E2;-6.416460276E-1;1.800439715E0;9.720458984E0
1.639379607E2;-5.458779931E-1;1.714248419E0;9.768342972E0
1.639429656E2;-6.416460276E-1;1.695094824E0;9.806650162E0
1.639480009E2;-5.937620401E-1;1.666364431E0;9.739612579E0
1.639530362E2;-5.746083856E-1;1.714248419E0;9.691728592E0
1.639580716E2;-6.224924326E-1;1.656787634E0;9.701305389E0
1.639630764E2;-5.937620401E-1;1.733402014E0;9.653421402E0
1.639681117E2;-5.554547906E-1;1.704671621E0;9.643844604E0
1.639731470E2;-6.416460276E-1;1.752555609E0;9.672574997E0
1.639781824E2;-5.746083856E-1;1.723825216E0;9.634267807E0
1.639831872E2;-5.841852427E-1;1.733402014E0;9.576807022E0
1.639882225E2;-6.607996821E-1;1.714248419E0;9.567230225E0
1.639932579E2;-6.320692301E-1;1.714248419E0;9.624691010E0
1.639982932E2;-6.033388376E-1;1.742978811E0;9.624691010E0
1.640032980E2;-6.703764796E-1;1.742978811E0;9.682151794E0
1.640083333E2;-6.224924326E-1;1.781286120E0;9.624691010E0
1.640133687E2;-6.033388376E-1;1.704671621E0;9.691728592E0
1.640184040E2;-6.129156351E-1;1.714248419E0;9.730035782E0
1.640234088E2;-7.086837292E-1;1.714248419E0;9.758766174E0
1.640284441E2;-6.320692301E-1;1.742978811E0;9.739612579E0
1.640334795E2;-5.363011956E-1;1.618480325E0;9.797073364E0
1.640385148E2;-6.320692301E-1;1.742978811E0;9.787496567E0
1.640435501E2;-6.320692301E-1;1.647210717E0;9.768342972E0
1.640485550E2;-5.746083856E-1;1.656787634E0;9.662998199E0
1.640535903E2;-5.650315881E-1;1.695094824E0;9.615114212E0
1.640586256E2;-5.171475410E-1;1.695094824E0;9.548076630E0
1.640636610E2;-5.554547906E-1;1.685518026E0;9.605537415E0
1.640686963E2;-6.607996821E-1;1.685518026E0;9.567230225E0
1.640737011E2;-6.320692301E-1;1.810016513E0;9.528923035E0
1.640787364E2;-6.991068721E-1;1.742978811E0;9.548076630E0
1.640837718E2;-6.895300746E-1;1.675941229E0;9.576807022E0
1.640888071E2;-6.703764796E-1;1.666364431E0;9.615114212E0
1.640938424E2;-6.703764796E-1;1.704671621E0;9.643844604E0
1.640988473E2;-6.512228847E-1;1.781286120E0;9.720458984E0
1.641038826E2;-6.512228847E-1;1.800439715E0;9.739612579E0
1.641089179E2;-6.129156351E-1;1.790862918E0;9.739612579E0
1.641139533E2;-6.607996821E-1;1.742978811E0;9.662998199E0
1.641189886E2;-6.799532771E-1;1.637633920E0;9.701305389E0
1.641239934E2;-5.937620401E-1;1.781286120E0;9.701305389E0
1.641290287E2;-6.129156351E-1;1.742978811E0;9.672574997E0
1.641340641E2;-5.458779931E-1;1.733402014E0;9.653421402E0
1.641390994E2;-5.458779931E-1;1.656787634E0;9.758766174E0
1.641441042E2;-6.129156351E-1;1.723825216E0;9.768342972E0
1.641491396E2;-5.841852427E-1;1.733402014E0;9.710882187E0
1.641541749E2;-6.224924326E-1;1.714248419E0;9.653421402E0
1.641592102E2;-5.937620401E-1;1.733402014E0;9.682151794E0
1.641642456E2;-6.799532771E-1;1.762132406E0;9.682151794E0
1.641692504E2;-6.129156351E-1;1.675941229E0;9.595960617E0
1.641742857E2;-6.416460276E-1;1.752555609E0;9.691728592E0
1.641793210E2;-6.033388376E-1;1.790862918E0;9.653421402E0
1.641843564E2;-6.129156351E-1;1.733402014E0;9.739612579E0
1.641893612E2;-5.650315881E-1;1.742978811E0;9.682151794E0
1.641943965E2;-6.224924326E-1;1.742978811E0;9.653421402E0
1.641994319E2;-5.746083856E-1;1.695094824E0;9.749189377E0
1.642044672E2;-6.033388376E-1;1.647210717E0;9.691728592E0
1.642095025E2;-5.650315881E-1;1.742978811E0;9.691728592E0
1.642145073E2;-5.841852427E-1;1.762132406E0;9.749189377E0
1.642195427E2;-5.937620401E-1;1.704671621E0;9.739612579E0
1.642245780E2;-5.746083856E-1;1.675941229E0;9.749189377E0
1.642296133E2;-6.416460276E-1;1.685518026E0;9.710882187E0
1.642346487E2;-6.129156351E-1;1.733402014E0;9.739612579E0
1.642396535E2;-5.554547906E-1;1.666364431E0;9.653421402E0
1.642446888E2;-5.937620401E-1;1.733402014E0;9.672574997E0
1.642497242E2;-6.607996821E-1;1.742978811E0;9.682151794E0
1.642547595E2;-6.224924326E-1;1.819593310E0;9.643844604E0
1.642597643E2;-6.416460276E-1;1.771709204E0;9.643844604E0
1.642647996E2;-6.512228847E-1;1.771709204E0;9.548076630E0
1.642698350E2;-6.703764796E-1;1.742978811E0;9.615114212E0
1.642748703E2;-6.033388376E-1;1.656787634E0;9.682151794E0
1.642799056E2;-6.033388376E-1;1.666364431E0;9.701305389E0
1.642849105E2;-5.937620401E-1;1.714248419E0;9.730035782E0
1.642899458E2;-5.937620401E-1;1.771709204E0;9.749189377E0
1.642949811E2;-6.320692301E-1;1.695094824E0;9.816226959E0
1.643000165E2;-6.320692301E-1;1.675941229E0;9.787496567E0
1.643050213E2;-6.033388376E-1;1.752555609E0;9.730035782E0
1.643100566E2;-5.746083856E-1;1.714248419E0;9.777919769E0
1.643150919E2;-6.320692301E-1;1.685518026E0;9.710882187E0
1.643201273E2;-6.416460276E-1;1.704671621E0;9.720458984E0
1.643251626E2;-6.224924326E-1;1.723825216E0;9.643844604E0
1.643301674E2;-6.416460276E-1;1.723825216E0;9.691728592E0
1.643352028E2;-6.607996821E-1;1.704671621E0;9.643844604E0
1.643402381E2;-6.224924326E-1;1.714248419E0;9.624691010E0
1.643452734E2;-6.416460276E-1;1.800439715E0;9.615114212E0
1.643502782E2;-5.363011956E-1;1.723825216E0;9.634267807E0
1.643553136E2;-6.129156351E-1;1.685518026E0;9.643844604E0
1.643603489E2;-6.320692301E-1;1.685518026E0;9.586383820E0
1.643653842E2;-6.320692301E-1;1.704671621E0;9.672574997E0
1.643704196E2;-6.607996821E-1;1.781286120E0;9.672574997E0
1.643754244E2;-5.458779931E-1;1.714248419E0;9.653421402E0
1.643804597E2;-5.650315881E-1;1.733402014E0;9.586383820E0
1.643854951E2;-5.746083856E-1;1.771709204E0;9.605537415E0
1.643905304E2;-6.416460276E-1;1.819593310E0;9.490615845E0
1.643955352E2;-6.320692301E-1;1.742978811E0;9.538499832E0
1.644005705E2;-6.129156351E-1;1.781286120E0;9.615114212E0
1.644056059E2;-6.703764796E-1;1.781286120E0;9.605537415E0
1.644106412E2;-6.129156351E-1;1.762132406E0;9.682151794E0
1.644156765E2;-6.033388376E-1;1.723825216E0;9.615114212E0
1.644206814E2;-6.799532771E-1;1.685518026E0;9.682151794E0
1.644257167E2;-6.129156351E-1;1.742978811E0;9.691728592E0
1.644307520E2;-6.224924326E-1;1.675941229E0;9.787496567E0
1.644357874E2;-5.841852427E-1;1.714248419E0;9.672574997E0
1.644407922E2;-5.841852427E-1;1.723825216E0;9.749189377E0
1.644458275E2;-5.267243981E-1;1.675941229E0;9.710882187E0
1.644508628E2;-5.458779931E-1;1.618480325E0;9.672574997E0
1.644558982E2;-5.650315881E-1;1.637633920E0;9.662998199E0
1.644609030E2;-5.075707436E-1;1.675941229E0;9.653421402E0
1.644659383E2;-5.171475410E-1;1.628057122E0;9.605537415E0
1.644709737E2;-6.224924326E-1;1.704671621E0;9.615114212E0
1.644760090E2;-6.512228847E-1;1.618480325E0;9.528923035E0
1.644810443E2;-6.224924326E-1;1.675941229E0;9.605537415E0
1.644860491E2;-6.512228847E-1;1.714248419E0;9.662998199E0
1.644910845E2;-6.703764796E-1;1.742978811E0;9.615114212E0
1.644961198E2;-6.033388376E-1;1.704671621E0;9.576807022E0
1.645011551E2;-5.458779931E-1;1.675941229E0;9.720458984E0
1.645061600E2;-6.224924326E-1;1.723825216E0;9.720458984E0
1.645111953E2;-6.320692301E-1;1.714248419E0;9.797073364E0
1.645162306E2;-6.129156351E-1;1.771709204E0;9.797073364E0
1.645212660E2;-6.416460276E-1;1.695094824E0;9.768342972E0
1.645263013E2;-6.703764796E-1;1.695094824E0;9.864110947E0
1.645313061E2;-6.512228847E-1;1.647210717E0;9.797073364E0
1.645363414E2;-6.224924326E-1;1.666364431E0;9.758766174E0
1.645413768E2;-6.033388376E-1;1.695094824E0;9.758766174E0
1.645464121E2;-5.650315881E-1;1.675941229E0;9.653421402E0
1.645514169E2;-6.607996821E-1;1.723825216E0;9.672574997E0
1.645564523E2;-6.799532771E-1;1.714248419E0;9.615114212E0
1.645614876E2;-6.607996821E-1;1.685518026E0;9.605537415E0
1.645665229E2;-6.224924326E-1;1.675941229E0;9.595960617E0
1.645715583E2;-6.512228847E-1;1.675941229E0;9.653421402E0
1.645765631E2;-6.703764796E-1;1.675941229E0;9.643844604E0
1.645815984E2;-5.841852427E-1;1.695094824E0;9.634267807E0
1.645866337E2;-6.703764796E-1;1.723825216E0;9.615114212E0
1.645916691E2;-6.320692301E-1;1.742978811E0;9.682151794E0
1.645966739E2;-6.320692301E-1;1.695094824E0;9.710882187E0
1.646017092E2;-5.841852427E-1;1.599326730E0;9.758766174E0
1.646067446E2;-6.224924326E-1;1.742978811E0;9.787496567E0
1.646117799E2;-6.799532771E-1;1.714248419E0;9.739612579E0
1.646168152E2;-6.703764796E-1;1.742978811E0;9.758766174E0
1.646218200E2;-5.746083856E-1;1.675941229E0;9.777919769E0
1.646268554E2;-6.129156351E-1;1.733402014E0;9.710882187E0
1.646318907E2;-6.512228847E-1;1.762132406E0;9.730035782E0
1.646369260E2;-6.224924326E-1;1.781286120E0;9.730035782E0
1.646419309E2;-5.937620401E-1;1.714248419E0;9.682151794E0
1.646469662E2;-5.650315881E-1;1.752555609E0;9.672574997E0
1.646520015E2;-5.746083856E-1;1.781286120E0;9.662998199E0
1.646570369E2;-6.033388376E-1;1.723825216E0;9.710882187E0
1.646620722E2;-6.224924326E-1;1.675941229E0;9.595960617E0
1.646670770E2;-5.937620401E-1;1.685518026E0;9.615114212E0
1.646721123E2;-6.895300746E-1;1.704671621E0;9.653421402E0
1.646771477E2;-5.937620401E-1;1.656787634E0;9.653421402E0
1.646821830E2;-5.267243981E-1;1.675941229E0;9.662998199E0
1.646872183E2;-6.512228847E-1;1.666364431E0;9.682151794E0
1.646922232E2;-6.607996821E-1;1.628057122E0;9.682151794E0
1.646972585E2;-6.320692301E-1;1.723825216E0;9.634267807E0
1.647022938E2;-6.224924326E-1;1.666364431E0;9.653421402E0
1.647073292E2;-6.416460276E-1;1.685518026E0;9.662998199E0
1.647123340E2;-5.746083856E-1;1.790862918E0;9.605537415E0
1.647173693E2;-6.129156351E-1;1.723825216E0;9.615114212E0
1.647224046E2;-6.129156351E-1;1.733402014E0;9.586383820E0
1.647274400E2;-6.320692301E-1;1.752555609E0;9.691728592E0
1.647324753E2;-6.416460276E-1;1.771709204E0;9.653421402E0
1.647374801E2;-6.799532771E-1;1.733402014E0;9.662998199E0
1.647425154E2;-5.458779931E-1;1.714248419E0;9.749189377E0
1.647475508E2;-5.746083856E-1;1.723825216E0;9.797073364E0
1.647525861E2;-6.033388376E-1;1.742978811E0;9.730035782E0
1.647575909E2;-6.416460276E-1;1.704671621E0;9.710882187E0
1.647626263E2;-6.033388376E-1;1.762132406E0;9.662998199E0
1.647676616E2;-6.224924326E-1;1.723825216E0;9.653421402E0
1.647726969E2;-5.458779931E-1;1.695094824E0;9.672574997E0
1.647777323E2;-6.224924326E-1;1.656787634E0;9.576807022E0
1.647827371E2;-6.512228847E-1;1.685518026E0;9.624691010E0
1.647877724E2;-6.129156351E-1;1.666364431E0;9.586383820E0
1.647928077E2;-5.458779931E-1;1.714248419E0;9.567230225E0
1.647978431E2;-6.320692301E-1;1.752555609E0;9.557653427E0
1.648028784E2;-6.416460276E-1;1.723825216E0;9.624691010E0
1.648078832E2;-6.129156351E-1;1.752555609E0;9.586383820E0
1.648129186E2;-6.320692301E-1;1.762132406E0;9.615114212E0
1.648179539E2;-6.703764796E-1;1.685518026E0;9.653421402E0
1.648229892E2;-6.224924326E-1;1.733402014E0;9.739612579E0
1.648280246E2;-7.182605267E-1;1.771709204E0;9.777919769E0
1.648330294E2;-6.129156351E-1;1.714248419E0;9.749189377E0
1.648380647E2;-6.033388376E-1;1.714248419E0;9.797073364E0
1.648431000E2;-6.224924326E-1;1.819593310E0;9.768342972E0
1.648481354E2;-5.458779931E-1;1.733402014E0;9.777919769E0
1.648531402E2;-5.650315881E-1;1.742978811E0;9.758766174E0
1.648581755E2;-6.129156351E-1;1.675941229E0;9.720458984E0
1.648632109E2;-5.458779931E-1;1.723825216E0;9.691728592E0
1.648682462E2;-5.746083856E-1;1.723825216E0;9.672574997E0
1.648732815E2;-5.746083856E-1;1.704671621E0;9.634267807E0
1.648782863E2;-5.746083856E-1;1.810016513E0;9.634267807E0
1.648833330E2;-6.512228847E-1;1.675941229E0;9.653421402E0
1.648883683E2;-6.033388376E-1;1.771709204E0;9.643844604E0
1.648934037E2;-6.033388376E-1;1.742978811E0;9.634267807E0
1.648984390E2;-6.320692301E-1;1.790862918E0;9.634267807E0
1.649034438E2;-6.320692301E-1;1.656787634E0;9.634267807E0
1.649084792E2;-6.416460276E-1;1.752555609E0;9.710882187E0
1.649135145E2;-6.512228847E-1;1.771709204E0;9.730035782E0
1.649185498E2;-6.512228847E-1;1.704671621E0;9.730035782E0
1.649235852E2;-6.607996821E-1;1.675941229E0;9.739612579E0
1.649285900E2;-6.320692301E-1;1.637633920E0;9.653421402E0
1.649336253E2;-5.841852427E-1;1.695094824E0;9.730035782E0
1.649386606E2;-6.224924326E-1;1.714248419E0;9.653421402E0
1.649436960E2;-5.937620401E-1;1.675941229E0;9.720458984E0
1.649487313E2;-5.841852427E-1;1.714248419E0;9.605537415E0
1.649537361E2;-6.224924326E-1;1.714248419E0;9.662998199E0
1.649587715E2;-6.512228847E-1;1.714248419E0;9.672574997E0
1.649638068E2;-6.703764796E-1;1.742978811E0;9.701305389E0
1.649688421E2;-6.607996821E-1;1.752555609E0;9.682151794E0
1.649738775E2;-6.703764796E-1;1.829170108E0;9.691728592E0
1.649788823E2;-6.416460276E-1;1.810016513E0;9.710882187E0
1.649839176E2;-6.895300746E-1;1.714248419E0;9.768342972E0
1.649889530E2;-6.416460276E-1;1.666364431E0;9.787496567E0
1.649939883E2;-6.799532771E-1;1.742978811E0;9.749189377E0
1.649990236E2;-6.033388376E-1;1.723825216E0;9.672574997E0
1.650040284E2;-6.895300746E-1;1.742978811E0;9.768342972E0
1.650090638E2;-6.224924326E-1;1.704671621E0;9.624691010E0
1.650140991E2;-5.650315881E-1;1.733402014E0;9.643844604E0
1.650191344E2;-4.979939461E-1;1.723825216E0;9.691728592E0
1.650241393E2;-4.501099288E-1;1.704671621E0;9.662998199E0
1.650291746E2;-5.554547906E-1;1.599326730E0;9.768342972E0
1.650342099E2;-6.224924326E-1;1.666364431E0;9.864110947E0
1.650392453E2;-7.852981687E-1;1.666364431E0;9.806650162E0
1.650442806E2;-7.469909191E-1;1.704671621E0;9.739612579E0
1.650492854E2;-7.661445141E-1;1.656787634E0;9.653421402E0
