"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)"
4.455942661E1;7.661445439E-2;2.116474390E0;9.126696587E0
4.456446194E1;2.873042040E-2;2.183511972E0;9.279925346E0
4.456946676E1;-2.873042040E-2;2.145204782E0;9.595960617E0
4.457450209E1;2.873042040E-2;2.164358377E0;9.825803757E0
4.457953742E1;1.340752989E-1;2.164358377E0;9.950302124E0
4.458457275E1;1.149216816E-1;2.135627985E0;1.001733971E1
4.458960809E1;1.436520964E-1;2.193088770E0;9.979032516E0
4.459461290E1;1.532289088E-1;2.183511972E0;9.969455719E0
4.459964823E1;1.244984865E-1;2.193088770E0;9.835380554E0
4.460468357E1;1.436520964E-1;2.212242365E0;9.816226959E0
4.460971890E1;1.532289088E-1;2.116474390E0;9.710882187E0
4.461475423E1;2.011129409E-1;1.896207690E0;9.806650162E0
4.461975905E1;2.489969730E-1;1.982398987E0;9.835380554E0
4.462479438E1;2.681505978E-1;1.934514999E0;9.864110947E0
4.462982971E1;2.968810201E-1;1.972822189E0;9.825803757E0
4.463486505E1;2.394201756E-1;1.886630893E0;9.758766174E0
4.463986986E1;2.011129409E-1;1.924938202E0;9.586383820E0
4.464490519E1;2.489969730E-1;2.039859772E0;9.356540680E0
4.464994053E1;1.436520964E-1;1.924938202E0;9.346963882E0
4.465497586E1;3.830722719E-2;1.953668594E0;9.337387085E0
4.466001119E1;2.873042040E-2;2.030282974E0;9.385271072E0
4.466501601E1;4.788403213E-2;2.097320795E0;9.279925346E0
4.467005134E1;1.628057212E-1;2.097320795E0;9.414001465E0
4.467508667E1;4.788403213E-2;2.049436569E0;9.471462250E0
4.468012200E1;1.053448766E-1;2.116474390E0;9.557653427E0
4.468512682E1;8.619125932E-2;1.963245392E0;9.605537415E0
4.469016215E1;1.340752989E-1;1.953668594E0;9.672574997E0
4.469519748E1;1.149216816E-1;1.953668594E0;9.710882187E0
4.470023282E1;1.149216816E-1;1.838746905E0;9.615114212E0
4.470526815E1;1.436520964E-1;1.857900500E0;9.605537415E0
4.471027296E1;1.244984865E-1;1.905784607E0;9.576807022E0
4.471530830E1;2.298433632E-1;1.924938202E0;9.634267807E0
4.472034363E1;1.915361285E-1;1.982398987E0;9.739612579E0
4.472537896E1;2.681505978E-1;1.915361404E0;9.720458984E0
4.473041430E1;1.244984865E-1;1.877054095E0;9.854534149E0
4.473541911E1;2.681505978E-1;1.953668594E0;9.854534149E0
4.474045444E1;2.011129409E-1;1.857900500E0;9.883264542E0
4.474548978E1;2.681505978E-1;1.829170108E0;9.873687744E0
4.475052511E1;2.011129409E-1;1.704671621E0;9.892841339E0
4.475552992E1;1.149216816E-1;1.771709204E0;9.730035782E0
4.476056526E1;1.628057212E-1;1.829170108E0;9.548076630E0
4.476560059E1;9.576806426E-2;1.800439715E0;9.404424667E0
4.477063592E1;1.340752989E-1;1.829170108E0;9.289502144E0
4.477567125E1;7.661445439E-2;1.810016513E0;9.241618156E0
4.478067607E1;6.703764945E-2;1.867477298E0;9.222464561E0
4.478571140E1;7.661445439E-2;1.905784607E0;9.279925346E0
4.479074673E1;1.149216816E-1;1.934514999E0;9.385271072E0
4.479575155E1;8.619125932E-2;1.877054095E0;9.461885452E0
4.480078688E1;1.149216816E-1;1.886630893E0;9.557653427E0
4.480582221E1;1.149216816E-1;1.915361404E0;9.662998199E0
4.481085755E1;3.830722719E-2;1.905784607E0;9.682151794E0
4.481589288E1;4.788403213E-2;1.896207690E0;9.682151794E0
4.482089770E1;1.053448766E-1;1.877054095E0;9.777919769E0
4.482593303E1;1.053448766E-1;1.838746905E0;9.739612579E0
4.483096836E1;2.011129409E-1;1.896207690E0;9.758766174E0
4.483600369E1;1.628057212E-1;1.877054095E0;9.787496567E0
4.484100851E1;1.723825186E-1;1.752555609E0;9.730035782E0
4.484604384E1;2.298433632E-1;1.666364431E0;9.730035782E0
4.485107917E1;3.734954596E-1;1.561019540E0;9.701305389E0
4.485611450E1;4.022258818E-1;1.656787634E0;9.643844604E0
4.486114984E1;3.447650373E-1;1.628057122E0;9.634267807E0
4.486615465E1;2.968810201E-1;1.618480325E0;9.691728592E0
4.487118999E1;2.777273953E-1;1.723825216E0;9.634267807E0
4.487622532E1;2.011129409E-1;1.800439715E0;9.595960617E0
4.488126065E1;2.202665508E-1;1.905784607E0;9.519346237E0
4.488626547E1;2.011129409E-1;1.867477298E0;9.662998199E0
4.489130080E1;9.576806426E-2;1.781286120E0;9.768342972E0
4.489633613E1;1.340752989E-1;1.723825216E0;9.883264542E0
4.490137146E1;1.723825186E-1;1.618480325E0;1.014183807E1
4.490637628E1;2.106897533E-1;1.608903527E0;1.017056847E1
4.491141161E1;1.436520964E-1;1.647210717E0;1.020887566E1
4.491644694E1;1.149216816E-1;1.647210717E0;1.006522369E1
4.492145176E1;1.915361360E-2;1.781286120E0;9.825803757E0
4.492648709E1;-9.576806799E-3;1.781286120E0;9.672574997E0
4.493152243E1;-2.873042040E-2;1.733402014E0;9.548076630E0
4.493655776E1;-1.244984865E-1;1.675941229E0;9.385271072E0
4.494156257E1;-1.244984865E-1;1.714248419E0;9.375694275E0
4.494659791E1;-1.149216816E-1;1.685518026E0;9.346963882E0
4.495163324E1;1.915361360E-2;1.742978811E0;9.366117477E0
4.495666857E1;-5.746084079E-2;1.733402014E0;9.452308655E0
4.496167339E1;-8.619125932E-2;1.781286120E0;9.375694275E0
4.496670872E1;9.576806799E-3;1.714248419E0;9.442731857E0
4.497174405E1;-6.703764945E-2;1.762132406E0;9.490615845E0
4.497674887E1;-8.619125932E-2;1.790862918E0;9.586383820E0
4.498178420E1;-6.703764945E-2;1.733402014E0;9.758766174E0
4.498681953E1;3.830722719E-2;1.762132406E0;9.816226959E0
4.499185486E1;1.149216816E-1;1.752555609E0;9.911994934E0
4.499685968E1;1.340752989E-1;1.723825216E0;1.007480049E1
4.500189501E1;2.489969730E-1;1.695094824E0;1.012268448E1
4.500693034E1;2.777273953E-1;1.628057122E0;1.008437729E1
4.501193516E1;2.968810201E-1;1.608903527E0;1.001733971E1
4.501697049E1;3.639186621E-1;1.570596337E0;9.940725327E0
4.502200582E1;3.064578176E-1;1.618480325E0;9.825803757E0
4.502704116E1;2.489969730E-1;1.704671621E0;9.768342972E0
4.503204597E1;3.160346150E-1;1.781286120E0;9.624691010E0
4.503708130E1;2.873041928E-1;1.877054095E0;9.576807022E0
4.504211664E1;1.628057212E-1;1.838746905E0;9.567230225E0
4.504715197E1;1.340752989E-1;1.733402014E0;9.595960617E0
4.505215678E1;1.532289088E-1;1.771709204E0;9.624691010E0
4.505719212E1;1.053448766E-1;1.810016513E0;9.672574997E0
4.506222745E1;1.532289088E-1;1.771709204E0;9.682151794E0
4.506726278E1;1.436520964E-1;1.695094824E0;9.643844604E0
4.507229812E1;6.703764945E-2;1.733402014E0;9.509769440E0
4.507730293E1;1.149216816E-1;1.771709204E0;9.433155060E0
4.508233826E1;1.628057212E-1;1.781286120E0;9.308655739E0
4.508737360E1;1.053448766E-1;1.733402014E0;9.327810287E0
4.509240893E1;9.576806426E-2;1.752555609E0;9.289502144E0
4.509741374E1;9.576806426E-2;1.781286120E0;9.299078941E0
4.510244908E1;2.202665508E-1;1.819593310E0;9.394847870E0
4.510748441E1;1.532289088E-1;1.800439715E0;9.433155060E0
4.511248922E1;2.011129409E-1;1.733402014E0;9.471462250E0
4.511752456E1;1.819593310E-1;1.819593310E0;9.595960617E0
4.512255989E1;2.394201756E-1;1.915361404E0;9.548076630E0
4.512759522E1;2.202665508E-1;2.030282974E0;9.653421402E0
4.513263055E1;1.628057212E-1;1.867477298E0;9.720458984E0
4.513763537E1;9.576806426E-2;1.877054095E0;9.710882187E0
4.514267070E1;1.915361285E-1;1.886630893E0;9.749189377E0
4.514770604E1;1.436520964E-1;1.905784607E0;9.710882187E0
4.515274137E1;1.149216816E-1;1.905784607E0;9.739612579E0
4.515774618E1;1.053448766E-1;1.963245392E0;9.739612579E0
4.516278152E1;8.619125932E-2;1.838746905E0;9.730035782E0
4.516781685E1;6.703764945E-2;1.848323703E0;9.710882187E0
4.517285218E1;9.576806426E-2;1.810016513E0;9.557653427E0
4.517785700E1;1.436520964E-1;1.819593310E0;9.471462250E0
4.518289233E1;3.830722719E-2;1.733402014E0;9.481039047E0
4.518792766E1;8.619125932E-2;1.781286120E0;9.433155060E0
4.519293248E1;1.053448766E-1;1.953668594E0;9.299078941E0
4.519796781E1;1.149216816E-1;1.953668594E0;9.241618156E0
4.520300314E1;1.149216816E-1;1.857900500E0;9.356540680E0
4.520803847E1;9.576806426E-2;1.905784607E0;9.423578262E0
4.521304329E1;1.532289088E-1;1.838746905E0;9.576807022E0
4.521807862E1;2.489969730E-1;1.867477298E0;9.701305389E0
4.522311396E1;2.106897533E-1;1.896207690E0;9.758766174E0
4.522814929E1;3.160346150E-1;1.877054095E0;9.825803757E0
4.523315410E1;2.298433632E-1;1.944091797E0;9.883264542E0
4.523818944E1;2.394201756E-1;1.982398987E0;9.749189377E0
4.524322477E1;2.394201756E-1;2.116474390E0;9.662998199E0
4.524822958E1;2.873041928E-1;2.078166962E0;9.758766174E0
4.525326492E1;2.106897533E-1;1.972822189E0;9.768342972E0
4.525830025E1;1.915361285E-1;2.011129379E0;9.720458984E0
4.526333558E1;2.202665508E-1;2.078166962E0;9.768342972E0
4.526834040E1;2.681505978E-1;2.078166962E0;9.883264542E0
4.527337573E1;2.106897533E-1;2.020706177E0;9.777919769E0
4.527841106E1;1.532289088E-1;1.963245392E0;9.749189377E0
4.528344639E1;2.106897533E-1;2.001552582E0;9.643844604E0
4.528845121E1;1.053448766E-1;1.982398987E0;9.576807022E0
4.529348654E1;6.703764945E-2;2.001552582E0;9.490615845E0
4.529852187E1;6.703764945E-2;1.963245392E0;9.452308655E0
4.530355721E1;6.703764945E-2;2.059013367E0;9.394847870E0
4.530856202E1;1.340752989E-1;2.049436569E0;9.414001465E0
4.531359735E1;1.915361360E-2;2.049436569E0;9.490615845E0
4.531863269E1;5.746084079E-2;2.049436569E0;9.461885452E0
4.532366802E1;5.746084079E-2;1.924938202E0;9.528923035E0
4.532867283E1;1.244984865E-1;1.991975784E0;9.509769440E0
4.533370817E1;1.819593310E-1;1.982398987E0;9.538499832E0
4.533874350E1;2.202665508E-1;1.924938202E0;9.548076630E0
4.534377883E1;1.819593310E-1;1.924938202E0;9.615114212E0
4.534878365E1;2.394201756E-1;2.068590164E0;9.672574997E0
4.535381898E1;1.149216816E-1;2.087743998E0;9.730035782E0
4.535885431E1;2.394201756E-1;2.193088770E0;9.730035782E0
4.536388964E1;3.160346150E-1;2.135627985E0;9.730035782E0
4.536889446E1;2.873041928E-1;2.126051188E0;9.911994934E0
4.537392979E1;2.585737705E-1;2.116474390E0;9.959878922E0
4.537896513E1;3.064578176E-1;2.030282974E0;1.018014526E1
4.538400046E1;3.256114423E-1;2.049436569E0;1.013226128E1
4.538900527E1;2.968810201E-1;1.982398987E0;1.007480049E1
4.539404061E1;2.011129409E-1;2.078166962E0;9.998186111E0
4.539907594E1;1.723825186E-1;2.049436569E0;9.835380554E0
4.540411127E1;1.436520964E-1;2.097320795E0;9.662998199E0
4.540911609E1;9.576806426E-2;2.173935175E0;9.538499832E0
4.541415142E1;1.915361360E-2;1.991975784E0;9.490615845E0
4.541918675E1;7.661445439E-2;2.011129379E0;9.414001465E0
4.542422208E1;9.576806426E-2;2.030282974E0;9.346963882E0
4.542925742E1;2.873042040E-2;2.078166962E0;9.337387085E0
4.543426223E1;5.746084079E-2;2.049436569E0;9.299078941E0
4.543929757E1;6.703764945E-2;2.116474390E0;9.356540680E0
4.544433290E1;-3.830722719E-2;2.068590164E0;9.356540680E0
4.544936823E1;-1.340752989E-1;2.193088770E0;9.337387085E0
4.545437305E1;-5.746084079E-2;2.183511972E0;9.356540680E0
4.545940838E1;-1.532289088E-1;2.154781580E0;9.404424667E0
4.546444371E1;-7.661445439E-2;2.097320795E0;9.643844604E0
4.546947904E1;7.661445439E-2;2.116474390E0;9.682151794E0
4.547448386E1;9.576806426E-2;2.164358377E0;9.758766174E0
4.547951919E1;1.244984865E-1;2.078166962E0;9.883264542E0
4.548455452E1;1.628057212E-1;2.001552582E0;9.931148529E0
4.548958986E1;2.202665508E-1;2.011129379E0;9.844957352E0
4.549459467E1;2.394201756E-1;1.915361404E0;9.787496567E0
4.549963000E1;2.585737705E-1;1.953668594E0;9.586383820E0
4.550466534E1;1.819593310E-1;2.001552582E0;9.576807022E0
4.550970067E1;2.011129409E-1;2.020706177E0;9.442731857E0
4.551473600E1;1.149216816E-1;2.145204782E0;9.346963882E0
4.551974082E1;1.532289088E-1;2.279279947E0;9.366117477E0
4.552477615E1;1.628057212E-1;2.231395960E0;9.394847870E0
4.552981148E1;4.788403213E-2;2.183511972E0;9.538499832E0
4.553484681E1;9.576806426E-2;2.145204782E0;9.634267807E0
4.553985163E1;1.053448766E-1;2.059013367E0;9.806650162E0
4.554488696E1;9.576806426E-2;2.039859772E0;9.921571732E0
4.554992230E1;1.340752989E-1;1.953668594E0;1.000776291E1
4.555495763E1;9.576806426E-2;1.896207690E0;9.864110947E0
4.555996244E1;1.244984865E-1;1.963245392E0;9.787496567E0
4.556499778E1;1.244984865E-1;1.982398987E0;9.749189377E0
4.557003311E1;1.149216816E-1;1.972822189E0;9.634267807E0
4.557506844E1;8.619125932E-2;1.877054095E0;9.576807022E0
4.558007326E1;1.053448766E-1;1.810016513E0;9.567230225E0
4.558510859E1;1.628057212E-1;1.905784607E0;9.595960617E0
4.559014392E1;1.915361285E-1;1.991975784E0;9.624691010E0
4.559514874E1;7.661445439E-2;1.877054095E0;9.672574997E0
4.560018407E1;1.053448766E-1;1.877054095E0;9.538499832E0
4.560521940E1;1.532289088E-1;1.953668594E0;9.471462250E0
4.561025473E1;6.703764945E-2;2.020706177E0;9.433155060E0
4.561525955E1;8.619125932E-2;2.059013367E0;9.461885452E0
4.562029488E1;-4.788403213E-2;2.049436569E0;9.586383820E0
4.562533021E1;-1.915361360E-2;2.020706177E0;9.615114212E0
4.563036555E1;3.830722719E-2;2.039859772E0;9.643844604E0
4.563537036E1;5.746084079E-2;1.896207690E0;9.844957352E0
4.564040570E1;8.619125932E-2;1.886630893E0;9.921571732E0
4.564544103E1;3.830722719E-2;1.771709204E0;9.911994934E0
4.565047636E1;7.661445439E-2;1.704671621E0;9.883264542E0
4.565548117E1;9.576806426E-2;1.656787634E0;9.787496567E0
4.566051651E1;1.053448766E-1;1.695094824E0;9.749189377E0
4.566555184E1;1.915361360E-2;1.733402014E0;9.634267807E0
4.567058717E1;2.873042040E-2;1.742978811E0;9.586383820E0
4.567562250E1;8.619125932E-2;1.819593310E0;9.490615845E0
4.568062732E1;4.788403213E-2;1.829170108E0;9.528923035E0
4.568566265E1;1.915361285E-1;1.790862918E0;9.662998199E0
4.569069799E1;2.394201756E-1;1.752555609E0;9.749189377E0
4.569570280E1;1.532289088E-1;1.762132406E0;9.797073364E0
4.570073813E1;1.628057212E-1;1.742978811E0;9.806650162E0
4.570577347E1;2.394201756E-1;1.723825216E0;9.844957352E0
4.571080880E1;1.819593310E-1;1.666364431E0;9.979032516E0
4.571581361E1;1.436520964E-1;1.762132406E0;9.998186111E0
4.572084895E1;1.628057212E-1;1.704671621E0;9.931148529E0
4.572588428E1;2.777273953E-1;1.771709204E0;9.892841339E0
4.573088909E1;2.202665508E-1;1.790862918E0;9.864110947E0
4.573592443E1;2.394201756E-1;1.637633920E0;9.931148529E0
4.574095976E1;2.202665508E-1;1.493981838E0;9.835380554E0
4.574599509E1;2.489969730E-1;1.570596337E0;9.902418137E0
4.575099991E1;2.777273953E-1;1.561019540E0;9.844957352E0
4.575603524E1;2.298433632E-1;1.513135433E0;9.701305389E0
4.576107057E1;2.011129409E-1;1.561019540E0;9.481039047E0
4.576610590E1;1.723825186E-1;1.637633920E0;9.433155060E0
4.577111072E1;1.340752989E-1;1.685518026E0;9.327810287E0
4.577614605E1;4.788403213E-2;1.637633920E0;9.442731857E0
4.578118139E1;0.000000000E0;1.695094824E0;9.414001465E0
4.578621672E1;-5.746084079E-2;1.685518026E0;9.356540680E0
4.579122153E1;-1.915361360E-2;1.819593310E0;9.509769440E0
4.579625687E1;-5.746084079E-2;1.790862918E0;9.567230225E0
4.580129220E1;-4.788403213E-2;1.733402014E0;9.662998199E0
4.580632753E1;-2.873042040E-2;1.599326730E0;9.662998199E0
4.581133235E1;9.576806799E-3;1.608903527E0;9.653421402E0
4.581636768E1;-2.873042040E-2;1.561019540E0;9.586383820E0
4.582140301E1;7.661445439E-2;1.589749932E0;9.672574997E0
4.582643834E1;1.149216816E-1;1.570596337E0;9.634267807E0
4.583144316E1;5.746084079E-2;1.465251446E0;9.662998199E0
4.583647849E1;1.053448766E-1;1.618480325E0;9.653421402E0
4.584151382E1;1.340752989E-1;1.628057122E0;9.605537415E0
4.584654916E1;1.244984865E-1;1.484405041E0;9.595960617E0
4.585155397E1;1.819593310E-1;1.541865945E0;9.682151794E0
4.585658930E1;2.489969730E-1;1.474828243E0;9.634267807E0
4.586162464E1;2.968810201E-1;1.503558636E0;9.576807022E0
4.586662945E1;3.064578176E-1;1.484405041E0;9.701305389E0
4.587166478E1;2.873041928E-1;1.503558636E0;9.682151794E0
4.587670012E1;2.489969730E-1;1.589749932E0;9.730035782E0
4.588173545E1;1.915361285E-1;1.561019540E0;9.605537415E0
4.588674026E1;1.628057212E-1;1.704671621E0;9.567230225E0
4.589177560E1;1.340752989E-1;1.647210717E0;9.595960617E0
4.589681093E1;1.053448766E-1;1.541865945E0;9.567230225E0
4.590184626E1;9.576806426E-2;1.637633920E0;9.519346237E0
4.590685108E1;1.149216816E-1;1.666364431E0;9.538499832E0
4.591188641E1;1.053448766E-1;1.637633920E0;9.576807022E0
4.591692174E1;7.661445439E-2;1.647210717E0;9.567230225E0
4.592192656E1;9.576806426E-2;1.637633920E0;9.490615845E0
4.592696189E1;1.244984865E-1;1.675941229E0;9.490615845E0
4.593199722E1;9.576806426E-2;1.742978811E0;9.433155060E0
4.593703256E1;9.576806426E-2;1.656787634E0;9.404424667E0
4.594203737E1;1.149216816E-1;1.666364431E0;9.442731857E0
4.594707270E1;1.915361360E-2;1.762132406E0;9.519346237E0
4.595210804E1;1.723825186E-1;1.723825216E0;9.519346237E0
4.595714337E1;1.149216816E-1;1.810016513E0;9.509769440E0
4.596217870E1;1.340752989E-1;1.666364431E0;9.548076630E0
4.596718352E1;2.394201756E-1;1.675941229E0;9.538499832E0
4.597221885E1;2.202665508E-1;1.580173135E0;9.576807022E0
4.597725418E1;2.681505978E-1;1.608903527E0;9.519346237E0
4.598228952E1;2.873041928E-1;1.580173135E0;9.557653427E0
4.598729433E1;2.298433632E-1;1.675941229E0;9.634267807E0
4.599232966E1;2.585737705E-1;1.695094824E0;9.538499832E0
4.599736500E1;2.681505978E-1;1.829170108E0;9.481039047E0
4.600240033E1;2.681505978E-1;1.944091797E0;9.519346237E0
4.600740514E1;2.489969730E-1;1.886630893E0;9.605537415E0
4.601244048E1;2.873041928E-1;1.857900500E0;9.672574997E0
4.601747581E1;2.968810201E-1;1.829170108E0;9.825803757E0
4.602248062E1;3.351882398E-1;1.877054095E0;9.950302124E0
4.602751596E1;3.160346150E-1;1.848323703E0;1.014183807E1
4.603255129E1;2.489969730E-1;1.790862918E0;1.022802925E1
4.603758662E1;2.968810201E-1;1.790862918E0;1.018972206E1
4.604259144E1;3.160346150E-1;1.742978811E0;9.931148529E0
4.604762677E1;2.106897533E-1;1.800439715E0;9.844957352E0
4.605266210E1;1.532289088E-1;1.771709204E0;9.624691010E0
4.605766692E1;1.053448766E-1;1.704671621E0;9.528923035E0
4.606270225E1;1.053448766E-1;1.771709204E0;9.461885452E0
4.606773758E1;1.532289088E-1;1.819593310E0;9.394847870E0
4.607277292E1;6.703764945E-2;1.800439715E0;9.318233490E0
4.607777773E1;1.053448766E-1;1.819593310E0;9.318233490E0
4.608281306E1;6.703764945E-2;1.886630893E0;9.279925346E0
4.608784840E1;8.619125932E-2;1.963245392E0;9.279925346E0
4.609288373E1;5.746084079E-2;1.982398987E0;9.270348549E0
4.609788854E1;6.703764945E-2;2.059013367E0;9.442731857E0
4.610292388E1;4.788403213E-2;2.011129379E0;9.461885452E0
4.610795921E1;4.788403213E-2;2.068590164E0;9.710882187E0
4.611299454E1;8.619125932E-2;2.154781580E0;9.825803757E0
4.611799936E1;1.819593310E-1;2.097320795E0;9.931148529E0
4.612303469E1;1.340752989E-1;2.030282974E0;1.001733971E1
4.612807002E1;2.011129409E-1;1.924938202E0;1.010353088E1
4.613310535E1;2.106897533E-1;1.886630893E0;1.000776291E1
4.613811017E1;2.681505978E-1;1.896207690E0;1.004607010E1
4.614314550E1;2.585737705E-1;1.886630893E0;9.883264542E0
4.614818083E1;1.532289088E-1;1.838746905E0;9.844957352E0
4.615321617E1;1.915361285E-1;1.819593310E0;9.653421402E0
4.615822098E1;1.819593310E-1;2.001552582E0;9.567230225E0
4.616325632E1;1.436520964E-1;2.126051188E0;9.337387085E0
4.616829165E1;1.819593310E-1;2.049436569E0;9.366117477E0
4.617332698E1;1.532289088E-1;1.982398987E0;9.461885452E0
4.617833180E1;1.723825186E-1;1.944091797E0;9.586383820E0
4.618336713E1;2.011129409E-1;2.039859772E0;9.634267807E0
4.618840246E1;2.298433632E-1;2.020706177E0;9.662998199E0
4.619343779E1;2.298433632E-1;2.001552582E0;9.662998199E0
4.619844261E1;1.819593310E-1;2.049436569E0;9.662998199E0
4.620347794E1;1.628057212E-1;2.087743998E0;9.548076630E0
4.620851327E1;5.746084079E-2;2.202665567E0;9.452308655E0
4.621351809E1;1.436520964E-1;2.068590164E0;9.509769440E0
4.621855342E1;1.340752989E-1;2.011129379E0;9.548076630E0
4.622358875E1;2.106897533E-1;2.049436569E0;9.576807022E0
4.622862409E1;3.256114423E-1;2.049436569E0;9.662998199E0
4.623362890E1;3.447650373E-1;2.106897593E0;9.624691010E0
4.623866423E1;2.489969730E-1;1.963245392E0;9.691728592E0
4.624369957E1;3.064578176E-1;2.020706177E0;9.653421402E0
4.624873490E1;2.106897533E-1;2.126051188E0;9.624691010E0
4.625377023E1;2.681505978E-1;2.135627985E0;9.519346237E0
4.625877505E1;1.340752989E-1;2.164358377E0;9.452308655E0
4.626381038E1;1.723825186E-1;2.164358377E0;9.490615845E0
4.626884571E1;1.053448766E-1;2.097320795E0;9.442731857E0
4.627388104E1;1.340752989E-1;2.164358377E0;9.490615845E0
4.627888586E1;1.340752989E-1;2.193088770E0;9.481039047E0
4.628392119E1;1.244984865E-1;2.106897593E0;9.519346237E0
4.628895652E1;8.619125932E-2;2.154781580E0;9.548076630E0
4.629399186E1;6.703764945E-2;2.068590164E0;9.433155060E0
4.629899667E1;5.746084079E-2;2.097320795E0;9.471462250E0
4.630403201E1;8.619125932E-2;2.078166962E0;9.500192642E0
4.630906734E1;7.661445439E-2;1.991975784E0;9.490615845E0
4.631410267E1;1.053448766E-1;2.097320795E0;9.576807022E0
4.631910749E1;1.723825186E-1;2.212242365E0;9.500192642E0
4.632414282E1;7.661445439E-2;2.164358377E0;9.557653427E0
4.632917815E1;1.053448766E-1;2.164358377E0;9.595960617E0
4.633421348E1;1.723825186E-1;2.087743998E0;9.777919769E0
4.633921830E1;1.244984865E-1;2.097320795E0;9.777919769E0
4.634425363E1;2.394201756E-1;2.001552582E0;9.816226959E0
4.634928896E1;2.298433632E-1;1.982398987E0;9.940725327E0
4.635432430E1;2.394201756E-1;1.953668594E0;9.959878922E0
4.635932911E1;2.011129409E-1;2.049436569E0;9.959878922E0
4.636436444E1;2.585737705E-1;2.078166962E0;9.854534149E0
4.636939978E1;3.064578176E-1;2.135627985E0;9.864110947E0
4.637443511E1;1.819593310E-1;2.145204782E0;9.768342972E0
4.637943992E1;1.723825186E-1;1.924938202E0;9.682151794E0
4.638447526E1;1.053448766E-1;1.972822189E0;9.634267807E0
4.638951059E1;1.915361285E-1;2.097320795E0;9.567230225E0
4.639454592E1;1.723825186E-1;2.068590164E0;9.662998199E0
4.639955074E1;7.661445439E-2;2.001552582E0;9.605537415E0
4.640458607E1;-1.915361360E-2;2.030282974E0;9.634267807E0
4.640962140E1;0.000000000E0;2.011129379E0;9.557653427E0
4.641465674E1;-7.661445439E-2;2.126051188E0;9.567230225E0
4.641966155E1;-1.053448766E-1;2.049436569E0;9.605537415E0
4.642469688E1;-1.532289088E-1;2.097320795E0;9.586383820E0
4.642973222E1;-1.628057212E-1;2.097320795E0;9.615114212E0
4.643476755E1;-1.053448766E-1;2.049436569E0;9.682151794E0
4.643977236E1;-4.788403213E-2;2.001552582E0;9.710882187E0
4.644480770E1;7.661445439E-2;1.934514999E0;9.758766174E0
4.644984303E1;1.244984865E-1;1.800439715E0;9.777919769E0
4.645487836E1;1.340752989E-1;1.838746905E0;9.835380554E0
4.645988318E1;1.340752989E-1;1.829170108E0;9.816226959E0
4.646491851E1;1.340752989E-1;1.857900500E0;9.777919769E0
4.646995384E1;2.202665508E-1;1.848323703E0;9.758766174E0
4.647498917E1;1.819593310E-1;1.924938202E0;9.758766174E0
4.647999399E1;2.106897533E-1;2.020706177E0;9.739612579E0
4.648502932E1;1.244984865E-1;2.020706177E0;9.768342972E0
4.649006466E1;2.489969730E-1;1.848323703E0;9.959878922E0
4.649509999E1;1.819593310E-1;1.877054095E0;1.006522369E1
4.650013532E1;1.436520964E-1;1.819593310E0;1.008437729E1
4.650514014E1;1.723825186E-1;1.896207690E0;1.013226128E1
4.651017547E1;1.244984865E-1;1.857900500E0;1.007480049E1
4.651521080E1;-4.788403213E-2;1.829170108E0;1.001733971E1
4.652024613E1;1.915361360E-2;1.857900500E0;9.835380554E0
4.652525095E1;-7.661445439E-2;1.819593310E0;9.662998199E0
4.653028628E1;-5.746084079E-2;1.752555609E0;9.586383820E0
4.653532161E1;-6.703764945E-2;1.647210717E0;9.557653427E0
4.654035695E1;-7.661445439E-2;1.647210717E0;9.576807022E0
4.654539228E1;-4.788403213E-2;1.704671621E0;9.461885452E0
4.655039709E1;4.788403213E-2;1.714248419E0;9.442731857E0
4.655543243E1;3.830722719E-2;1.752555609E0;9.346963882E0
4.656046776E1;1.053448766E-1;1.608903527E0;9.471462250E0
4.656550309E1;5.746084079E-2;1.637633920E0;9.433155060E0
4.657053842E1;2.873042040E-2;1.589749932E0;9.404424667E0
4.657554324E1;7.661445439E-2;1.675941229E0;9.327810287E0
4.658057857E1;1.244984865E-1;1.771709204E0;9.509769440E0
4.658561390E1;2.011129409E-1;1.733402014E0;9.653421402E0
4.659064924E1;1.915361285E-1;1.685518026E0;9.806650162E0
4.659568457E1;2.202665508E-1;1.723825216E0;9.921571732E0
4.660068938E1;2.011129409E-1;1.810016513E0;9.959878922E0
4.660572472E1;2.777273953E-1;1.704671621E0;1.001733971E1
4.661076005E1;2.873041928E-1;1.637633920E0;1.005564690E1
4.661579538E1;2.202665508E-1;1.675941229E0;9.988609314E0
4.662083072E1;2.011129409E-1;1.580173135E0;9.883264542E0
4.662583553E1;1.628057212E-1;1.666364431E0;9.940725327E0
4.663087086E1;1.340752989E-1;1.656787634E0;9.844957352E0
4.663590620E1;1.149216816E-1;1.666364431E0;9.672574997E0
4.664094153E1;1.149216816E-1;1.781286120E0;9.615114212E0
4.664597686E1;3.830722719E-2;1.771709204E0;9.548076630E0
4.665098168E1;8.619125932E-2;1.656787634E0;9.500192642E0
4.665601701E1;5.746084079E-2;1.561019540E0;9.423578262E0
4.666105234E1;7.661445439E-2;1.637633920E0;9.385271072E0
4.666608767E1;2.011129409E-1;1.532289028E0;9.414001465E0
4.667112301E1;1.340752989E-1;1.551442742E0;9.385271072E0
